SI_ID;Date;Starttime;Endtime;Gear;Gear_Multiplier;Sampler_ID;Depth;Boat_Shore;Waterbody;Capture_Latitude;Capture_Longitude;Release_Latitude;Release_Longitude;GPSpoint1;GPSpoint2;Temperature_C;TempSampleTime;Salinity_PSU;Conductivity_myS_cm;Oxygenlevel_perc;Oxygenlevel_mgL;Visibility_cm;Vegetation;Notes;Lure_Type;Lure_Length;GSPdevice;NetHours;Site;Bites;Follower;Lure_Color;Wind;pH;Transect_Length_m;Schongebietsvergleich;Paired_Design;Comparison_Area_Name;Captured_Pike_No;EnterDate;Lure_Length_mm;Lure_ID;Zone;GPS_Track;Net_ID;Safe_Bites
1239;2021-11-15;10:25:00;12:10:00;A;1;40;S;1;BAT;54.39981;12.8919;NA;NA;NA;NA;8.1;NA;9.2;NA;95;11.4;2;75;NA;S;G;NA;NA;OA;0;0;N;3S;NA;NA;1;FALSE;Butterwiek;0;2021-11-15 20:32:47;NA;NA;NA;NA;NA;NA
1240;2021-11-15;10:25:00;12:10:00;A;1;51;S;1;BAT;54.39981;12.8919;NA;NA;NA;NA;8.1;NA;9.2;NA;95;11.4;2;75;NA;S;G;NA;NA;OA;0;0;N;3S;NA;NA;1;FALSE;Butterwiek;0;2021-11-15 20:34:00;NA;NA;NA;NA;NA;NA
1241;2021-11-15;10:25:00;12:10:00;A;1;63;S;1;BAT;54.39981;12.8919;NA;NA;NA;NA;8.1;NA;9.2;NA;95;11.4;2;75;NA;G;G;NA;NA;OA;0;0;R;3S;NA;NA;1;FALSE;Butterwiek;0;2021-11-15 20:35:52;NA;NA;NA;NA;NA;NA
1242;2021-11-15;10:25:00;12:10:00;A;1;85;S;1;BAT;54.39981;12.8919;NA;NA;NA;NA;8.1;NA;9.2;NA;95;11.4;2;75;NA;G;G;NA;NA;OA;0;0;N;3S;NA;NA;1;FALSE;Butterwiek;0;2021-11-15 20:37:04;NA;NA;NA;NA;NA;NA
1243;2021-11-15;10:25:00;12:10:00;A;1;53;S;1;BAT;54.39981;12.8919;NA;NA;NA;NA;8.1;NA;9.2;NA;95;11.4;2;75;NA;G;G;NA;NA;OA;1;0;R;3S;NA;NA;1;FALSE;Butterwiek;0;2021-11-15 20:38:03;NA;NA;NA;NA;NA;NA
1244;2021-11-15;12:30:00;14:15:00;A;1;40;S;1;BAT;54.43463;12.94634;NA;NA;NA;NA;7.9;NA;9.4;NA;93.7;11.44;3;50;NA;S;G;NA;NA;MPA;0;0;N;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 20:40:48;NA;NA;NA;NA;NA;NA
1245;2021-11-15;12:30:00;14:15:00;A;1;51;S;1;BAT;54.43463;12.94634;NA;NA;NA;NA;7.9;NA;9.4;NA;93.7;11.44;3;50;NA;S;G;NA;NA;MPA;0;0;N;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 20:42:10;NA;NA;NA;NA;NA;NA
1246;2021-11-15;12:30:00;14:15:00;A;1;63;S;1;BAT;54.43463;12.94634;NA;NA;NA;NA;7.9;NA;9.4;NA;93.7;11.44;3;50;NA;G;G;NA;NA;MPA;0;0;R;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 20:43:18;NA;NA;NA;NA;NA;NA
1247;2021-11-15;12:30:00;14:15:00;A;1;85;S;1;BAT;54.43463;12.94634;NA;NA;NA;NA;7.9;NA;9.4;NA;93.7;11.44;3;50;NA;S;M;NA;NA;MPA;2;0;N;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 20:44:28;NA;NA;NA;NA;NA;NA
1248;2021-11-15;12:30:00;14:15:00;A;1;53;S;1;BAT;54.43463;12.94634;NA;NA;NA;NA;7.9;NA;9.4;NA;93.7;11.44;3;50;NA;G;G;NA;NA;MPA;0;4;R;3S;NA;NA;1;FALSE;Werderbucht;3;2021-11-15 20:45:31;NA;NA;NA;NA;NA;NA
1249;2021-11-15;14:30:00;16:15:00;A;1;40;S;1;BAT;54.41738;12.955;NA;NA;NA;NA;7.7;NA;10;NA;77.6;9.35;3;50;NA;S;G;NA;NA;OA;0;0;N;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 21:10:27;NA;NA;NA;NA;NA;NA
1250;2021-11-15;14:30:00;16:15:00;A;1;51;S;1;BAT;54.41738;12.955;NA;NA;NA;NA;7.7;NA;10;NA;77.6;9.35;3;50;NA;G;M;NA;NA;OA;0;0;N;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 21:11:12;NA;NA;NA;NA;NA;NA
1251;2021-11-15;14:30:00;16:15:00;A;1;63;S;1;BAT;54.41738;12.955;NA;NA;NA;NA;7.7;NA;10;NA;77.6;9.35;3;50;NA;G;G;NA;NA;OA;0;0;R;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 21:11:44;NA;NA;NA;NA;NA;NA
1252;2021-11-15;14:30:00;16:15:00;A;1;85;S;1;BAT;54.41738;12.955;NA;NA;NA;NA;7.7;NA;10;NA;77.6;9.35;3;50;NA;S;M;NA;NA;OA;0;0;N;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 21:12:28;NA;NA;NA;NA;NA;NA
1253;2021-11-15;14:30:00;16:15:00;A;1;53;S;1;BAT;54.41738;12.955;NA;NA;NA;NA;7.7;NA;10;NA;77.6;9.35;3;50;NA;G;G;NA;NA;OA;0;0;R;3S;NA;NA;1;FALSE;Werderbucht;0;2021-11-15 21:12:57;NA;NA;NA;NA;NA;NA
1254;2021-11-16;08:15:00;10:00:00;A;1;40;M;1;BAT;54.421348;12.918984;NA;NA;NA;NA;7.9;NA;9.1;NA;90.5;11.1;2;NA;one fish escaped, ~80cm;G;G;NA;NA;MPA;1;0;R;2SW;NA;NA;1;TRUE;Aue;4;2021-11-17 11:10:51;NA;NA;NA;NA;NA;NA
1255;2021-11-16;08:15:00;10:00:00;A;1;63;M;1;BAT;54.421348;12.918984;NA;NA;NA;NA;7.9;NA;9.1;NA;90.5;11.1;2;NA;NA;G;G;NA;NA;MPA;0;0;R;2SW;NA;NA;1;TRUE;Aue;1;2021-11-17 11:18:18;NA;NA;NA;NA;NA;NA
1256;2021-11-16;08:15:00;10:00:00;A;1;86;M;1;BAT;54.421348;12.918984;NA;NA;NA;NA;7.9;NA;9.1;NA;90.5;11.1;2;NA;NA;G;G;NA;NA;MPA;8;1;R;2SW;NA;NA;1;TRUE;Aue;2;2021-11-17 11:51:57;NA;NA;NA;NA;NA;NA
1257;2021-11-16;08:15:00;10:00:00;A;1;66;M;1;BAT;54.421348;12.918984;NA;NA;NA;NA;7.9;NA;9.1;NA;90.5;11.1;2;NA;NA;G;G;NA;NA;MPA;3;0;R;2SW;NA;NA;1;TRUE;Aue;5;2021-11-17 11:55:42;NA;NA;NA;NA;NA;NA
1258;2021-11-16;10:10:00;11:55:00;A;1;40;M;1;BAT;54.40773;12.900959;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;G;G;NA;NA;OA;1;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:33:38;NA;NA;NA;NA;NA;NA
1259;2021-11-16;10:10:00;11:55:00;A;1;63;M;1;BAT;54.40773;12.900959;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;G;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:34:19;NA;NA;NA;NA;NA;NA
1260;2021-11-16;10:10:00;11:55:00;A;1;86;M;1;BAT;54.40773;12.900959;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;S;G;NA;NA;OA;0;0;N;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:35:00;NA;NA;NA;NA;NA;NA
1261;2021-11-16;10:10:00;11:55:00;A;1;66;M;1;BAT;54.40773;12.900959;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;G;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:35:39;NA;NA;NA;NA;NA;NA
1262;2021-11-16;12:05:00;13:50:00;A;1;40;M;1;BAT;54.412543;12.903077;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;G;NA;NA;MPA;4;0;R;2SW;NA;NA;1;TRUE;Aue;1;2021-11-17 12:38:05;NA;NA;NA;NA;NA;NA
1263;2021-11-16;12:05:00;13:50:00;A;1;63;M;1;BAT;54.412543;12.903077;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;M;NA;NA;MPA;2;0;R;2SW;NA;NA;1;TRUE;Aue;3;2021-11-17 12:39:57;NA;NA;NA;NA;NA;NA
1264;2021-11-16;12:05:00;13:50:00;A;1;86;M;1;BAT;54.412543;12.903077;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;G;NA;NA;MPA;0;0;R;2SW;NA;NA;1;TRUE;Aue;5;2021-11-17 12:44:33;NA;NA;NA;NA;NA;NA
1265;2021-11-16;12:05:00;13:50:00;A;1;66;M;1;BAT;54.412543;12.903077;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;G;NA;NA;MPA;9;3;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:52:59;NA;NA;NA;NA;NA;NA
1266;2021-11-16;14:10:00;15:55:00;A;1;40;M;1;BAT;54.42067;12.935066;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;NA;G;G;NA;NA;OA;0;0;NA;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:55:26;NA;NA;NA;NA;NA;NA
1267;2021-11-16;14:10:00;15:55:00;A;1;63;M;1;BAT;54.42067;12.935066;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;NA;G;M;NA;NA;OA;0;0;NA;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:55:54;NA;NA;NA;NA;NA;NA
1268;2021-11-16;14:10:00;15:55:00;A;1;86;M;1;BAT;54.42067;12.935066;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;NA;G;G;NA;NA;OA;0;0;NA;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:56:21;NA;NA;NA;NA;NA;NA
1269;2021-11-16;14:10:00;14:20:00;A;1;66;M;1;BAT;54.42067;12.935066;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;Fishing stopped after 10 minutes;G;G;NA;NA;OA;0;0;NA;2SW;NA;NA;1;TRUE;Aue;0;2021-11-17 12:56:55;NA;NA;NA;NA;NA;NA
1270;2021-11-16;08:15:00;10:00:00;A;1;53;M;1;BAT;54.39672;12.88686;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;G;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 11:52:53;NA;NA;NA;NA;NA;NA
1271;2021-11-16;08:15:00;10:00:00;A;1;51;M;1;BAT;54.39672;12.88686;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;G;M;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 11:53:30;NA;NA;NA;NA;NA;NA
1272;2021-11-16;08:15:00;10:00:00;A;1;87;M;1;BAT;54.39672;12.88686;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;G;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 11:55:04;NA;NA;NA;NA;NA;NA
1273;2021-11-16;08:15:00;10:00:00;A;1;88;M;1;BAT;54.39672;12.88686;NA;NA;NA;NA;7.7;NA;9;NA;95.4;11.6;2;NA;NA;G;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 11:56:02;NA;NA;NA;NA;NA;NA
1274;2021-11-16;10:10:00;11:55:00;A;1;53;M;1;BAT;54.40755;12.8909;NA;NA;NA;NA;7.5;NA;9.1;NA;90.5;11.1;2;NA;NA;S;G;NA;NA;MPA;1;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 11:58:11;NA;NA;NA;NA;NA;NA
1275;2021-11-16;10:10:00;11:55:00;A;1;51;M;1;BAT;54.40755;12.8909;NA;NA;NA;NA;7.5;NA;9.1;NA;90.5;11.1;2;NA;NA;G;M;NA;NA;MPA;0;0;R;2SW;NA;NA;1;TRUE;Aue;2;2021-11-20 11:59:41;NA;NA;NA;NA;NA;NA
1276;2021-11-16;10:10:00;11:55:00;A;1;87;M;1;BAT;54.40755;12.8909;NA;NA;NA;NA;7.5;NA;9.1;NA;90.5;11.1;2;NA;NA;G;G;NA;NA;MPA;4;0;R;2SW;NA;NA;1;TRUE;Aue;1;2021-11-20 12:05:17;NA;NA;NA;NA;NA;NA
1277;2021-11-16;10:10:00;11:55:00;A;1;88;M;1;BAT;54.40755;12.8909;NA;NA;NA;NA;7.5;NA;9.1;NA;90.5;11.1;2;NA;NA;G;G;NA;NA;MPA;2;0;R;2SW;NA;NA;1;TRUE;Aue;3;2021-11-20 12:12:25;NA;NA;NA;NA;NA;NA
1278;2021-11-16;12:05:00;13:50:00;A;1;53;M;1;BAT;54.40746;12.90344;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;NA;S;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 12:16:31;NA;NA;NA;NA;NA;NA
1279;2021-11-16;12:05:00;13:50:00;A;1;51;M;1;BAT;54.40746;12.90344;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;NA;G;M;NA;NA;OA;1;0;N;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 12:17:02;NA;NA;NA;NA;NA;NA
1280;2021-11-16;12:05:00;13:50:00;A;1;87;M;1;BAT;54.40746;12.90344;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;NA;G;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 12:17:32;NA;NA;NA;NA;NA;NA
1281;2021-11-16;12:05:00;13:50:00;A;1;88;M;1;BAT;54.40746;12.90344;NA;NA;NA;NA;7.7;NA;9.1;NA;93.7;11.28;2;NA;NA;G;G;NA;NA;OA;0;0;R;2SW;NA;NA;1;TRUE;Aue;0;2021-11-20 12:18:00;NA;NA;NA;NA;NA;NA
1282;2021-11-16;14:10:00;15:55:00;A;1;53;M;1;BAT;54.40811;12.89189;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;G;NA;NA;MPA;0;0;N;2SW;NA;NA;1;TRUE;Aue;3;2021-11-20 12:19:44;NA;NA;NA;NA;NA;NA
1283;2021-11-16;14:10:00;15:55:00;A;1;51;M;1;BAT;54.40811;12.89189;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;G;NA;NA;MPA;3;0;R;2SW;NA;NA;1;TRUE;Aue;1;2021-11-20 12:24:05;NA;NA;NA;NA;NA;NA
1284;2021-11-16;14:10:00;15:55:00;A;1;87;M;1;BAT;54.40811;12.89189;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;G;NA;NA;MPA;0;0;R;2SW;NA;NA;1;TRUE;Aue;1;2021-11-20 12:25:49;NA;NA;NA;NA;NA;NA
1285;2021-11-16;14:10:00;15:55:00;A;1;88;M;1;BAT;54.40811;12.89189;NA;NA;NA;NA;7.6;NA;9;NA;96.4;11.82;2;NA;NA;G;G;NA;NA;MPA;0;0;R;2SW;NA;NA;1;TRUE;Aue;2;2021-11-20 12:27:25;NA;NA;NA;NA;NA;NA
1286;2021-11-14;08:00:00;10:00:00;A;1;62;S;1;GB;54.361274;13.655677;NA;NA;NA;NA;8.2;NA;6.2;NA;NA;NA;3;100;NA;J;M;NA;NA;MPA;1;2;R;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2021-11-20 12:40:19;NA;NA;NA;NA;NA;NA
1287;2021-11-14;08:00:00;10:00:00;A;1;89;S;1;GB;54.361274;13.655677;NA;NA;NA;NA;8.2;NA;6.2;NA;NA;NA;3;100;NA;J;M;NA;NA;MPA;0;0;R;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2021-11-20 12:41:31;NA;NA;NA;NA;NA;NA
1288;2021-11-14;08:00:00;10:00:00;A;1;52;S;1;GB;54.361274;13.655677;NA;NA;NA;NA;8.2;NA;6.2;NA;NA;NA;3;100;Sample from Cauliflower-like ulcer taken (Sarcoma?);F;M;NA;NA;MPA;1;1;N;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2021-11-20 12:46:46;NA;NA;NA;NA;NA;NA
1289;2021-11-14;10:30:00;12:30:00;A;1;62;S;1;GB;54.35825;13.6925;NA;NA;NA;NA;8.1;NA;6.9;NA;NA;NA;2;75;Sample from Cauliflower-like ulcer taken (Sarcoma?);J;M;NA;NA;OA;4;3;R;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;4;2021-11-20 12:50:16;NA;NA;NA;NA;NA;NA
1290;2021-11-14;10:30:00;12:30:00;A;1;89;S;1;GB;54.35825;13.6925;NA;NA;NA;NA;8.1;NA;6.9;NA;NA;NA;2;75;NA;J;M;NA;NA;OA;4;1;R;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;4;2021-11-20 12:54:44;NA;NA;NA;NA;NA;NA
1291;2021-11-14;10:30:00;12:30:00;A;1;52;S;1;GB;54.35825;13.6925;NA;NA;NA;NA;8.1;NA;6.9;NA;NA;NA;2;75;NA;F;M;NA;NA;OA;1;1;N;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2021-11-20 13:02:35;NA;NA;NA;NA;NA;NA
1292;2021-11-14;12:45:00;14:45:00;A;1;62;S;1;GB;54.361274;13.655677;NA;NA;NA;NA;7.9;NA;6.1;NA;NA;NA;3;100;NA;J;M;NA;NA;MPA;1;0;R;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2021-11-20 13:04:53;NA;NA;NA;NA;NA;NA
1293;2021-11-14;12:45:00;14:45:00;A;1;89;S;1;GB;54.361274;13.655677;NA;NA;NA;NA;7.9;NA;6.1;NA;NA;NA;3;100;NA;J;M;NA;NA;MPA;0;0;R;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2021-11-20 13:05:30;NA;NA;NA;NA;NA;NA
1294;2021-11-14;12:45:00;14:45:00;A;1;52;S;1;GB;54.361274;13.655677;NA;NA;NA;NA;7.9;NA;6.1;NA;NA;NA;3;100;NA;F;M;NA;NA;MPA;0;1;R;4E;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2021-11-20 13:07:20;NA;NA;NA;NA;NA;NA
1295;2021-11-14;15:00:00;17:00:00;A;1;62;S;1;GB;54.36325;13.6925;NA;NA;NA;NA;8.1;NA;6.9;NA;NA;NA;2;75;NA;J;M;NA;NA;OA;1;1;R;2E;NA;NA;1;FALSE;Neuensiener_Selliner_See;2;2021-11-20 13:09:18;NA;NA;NA;NA;NA;NA
1296;2021-11-14;15:00:00;17:00:00;A;1;89;S;1;GB;54.36325;13.6925;NA;NA;NA;NA;8.1;NA;6.9;NA;NA;NA;2;75;NA;J;M;NA;NA;OA;2;0;R;2E;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2021-11-20 13:11:32;NA;NA;NA;NA;NA;NA
1297;2021-11-14;15:00:00;17:00:00;A;1;52;S;1;GB;54.36325;13.6925;NA;NA;NA;NA;8.1;NA;6.9;NA;NA;NA;2;75;NA;F;M;NA;NA;OA;2;2;R;2E;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2021-11-20 13:12:42;NA;NA;NA;NA;NA;NA
1298;2022-02-04;09:10:00;10:40:00;A;1;52;S;1;GB;54.36188;13.6555267;NA;NA;NA;NA;3.4;NA;6.7;NA;98.4;13.3;1;NA;NA;F;M;NA;NA;MPA;0;2;N;5SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2022-02-06 15:16:05;NA;NA;NA;NA;NA;NA
1299;2022-02-04;09:10:00;10:40:00;A;1;90;S;1;GB;54.36188;13.6555267;NA;NA;NA;NA;3.4;NA;6.7;NA;98.4;13.3;1;NA;NA;F;K;NA;NA;MPA;3;0;R;5SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2022-02-06 15:20:35;NA;NA;NA;NA;NA;NA
1300;2022-02-04;09:10:00;10:40:00;A;1;51;S;1;GB;54.36188;13.6555267;NA;NA;NA;NA;3.4;NA;6.7;NA;98.4;13.3;1;NA;NA;S;G;NA;NA;MPA;3;1;N;5SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2022-02-06 15:21:24;NA;NA;NA;NA;NA;NA
1301;2022-02-04;09:10:00;10:40:00;A;1;62;S;1;GB;54.36188;13.6555267;NA;NA;NA;NA;3.4;NA;6.7;NA;98.4;13.3;1;NA;NA;J;G;NA;NA;MPA;2;2;N;5SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;3;2022-02-06 15:22:46;NA;NA;NA;NA;NA;NA
1302;2022-02-04;09:10:00;10:40:00;A;1;64;S;1;GB;54.36188;13.6555267;NA;NA;NA;NA;3.4;NA;6.7;NA;98.4;13.3;1;NA;NA;J;G;NA;NA;MPA;1;1;N;5SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2022-02-06 15:23:29;NA;NA;NA;NA;NA;NA
1303;2022-02-04;09:10:00;10:40:00;A;1;63;S;1;GB;54.36188;13.6555267;NA;NA;NA;NA;3.4;NA;6.7;NA;98.4;13.3;1;NA;NA;G;M;NA;NA;MPA;3;1;R;5SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;3;2022-02-06 15:24:41;NA;NA;NA;NA;NA;NA
1304;2022-02-04;13:50:00;16:40:00;A;1;90;S;1;GB;54.361754;13.68808;NA;NA;NA;NA;3.9;NA;6.7;NA;NA;NA;1;NA;NA;F;M;NA;NA;OA;0;0;N;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2022-02-07 16:29:25;NA;NA;NA;NA;NA;NA
1305;2022-02-04;13:50:00;16:40:00;A;1;64;S;1;GB;54.361754;13.68808;NA;NA;NA;NA;3.9;NA;6.7;NA;NA;NA;1;NA;NA;J;G;NA;NA;OA;0;0;N;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2022-02-07 16:30:48;NA;NA;NA;NA;NA;NA
1306;2022-02-04;13:50:00;16:40:00;A;1;51;S;1;GB;54.361754;13.68808;NA;NA;NA;NA;3.9;NA;6.7;NA;NA;NA;1;NA;NA;J;G;NA;NA;OA;0;0;N;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2022-02-07 16:31:22;NA;NA;NA;NA;NA;NA
1307;2022-02-04;13:50:00;16:40:00;A;1;52;S;1;GB;54.361754;13.68808;NA;NA;NA;NA;3.9;NA;6.7;NA;NA;NA;1;NA;NA;F;G;NA;NA;OA;2;0;R;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2022-02-07 16:35:00;NA;NA;NA;NA;NA;NA
1308;2022-02-04;13:50:00;16:40:00;A;1;62;S;1;GB;54.361754;13.68808;NA;NA;NA;NA;3.9;NA;6.7;NA;NA;NA;1;NA;NA;J;M;NA;NA;OA;2;0;R;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2022-02-07 16:38:10;NA;NA;NA;NA;NA;NA
1309;2022-02-04;13:50:00;16:40:00;A;1;63;S;1;GB;54.361754;13.68808;NA;NA;NA;NA;3.9;NA;6.7;NA;NA;NA;1;NA;NA;G;M;NA;NA;OA;2;1;R;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2022-02-07 16:39:56;NA;NA;NA;NA;NA;NA
1310;2022-02-05;10:00:00;12:00:00;A;1;51;S;1;GB;54.36242;13.65557;NA;NA;NA;NA;3.6;NA;6.5;NA;NA;NA;1;NA;NA;J;M;NA;NA;MPA;3;0;N;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;2;2022-02-07 16:56:16;NA;NA;NA;NA;NA;NA
1311;2022-02-05;10:00:00;12:00:00;A;1;90;S;1;GB;54.36242;13.65557;NA;NA;NA;NA;3.6;NA;6.5;NA;NA;NA;1;NA;NA;F;M;NA;NA;MPA;4;0;N;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;2;2022-02-07 17:02:22;NA;NA;NA;NA;NA;NA
1312;2022-02-05;10:00:00;12:00:00;A;1;64;S;1;GB;54.36242;13.65557;NA;NA;NA;NA;3.6;NA;6.5;NA;NA;NA;1;NA;NA;J;M;NA;NA;MPA;0;0;N;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;1;2022-02-07 17:06:12;NA;NA;NA;NA;NA;NA
1313;2022-02-05;10:00:00;12:00:00;A;1;52;S;1;GB;54.36242;13.65557;NA;NA;NA;NA;3.6;NA;6.5;NA;NA;NA;1;NA;NA;F;M;NA;NA;MPA;2;1;N;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;3;2022-02-07 17:07:55;NA;NA;NA;NA;NA;NA
1314;2022-02-05;10:00:00;12:00:00;A;1;63;S;1;GB;54.36242;13.65557;NA;NA;NA;NA;3.6;NA;6.5;NA;NA;NA;1;NA;NA;G;G;NA;NA;MPA;2;0;R;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;2;2022-02-07 17:11:24;NA;NA;NA;NA;NA;NA
1315;2022-02-05;10:00:00;12:00:00;A;1;62;S;1;GB;54.36242;13.65557;NA;NA;NA;NA;3.6;NA;6.5;NA;NA;NA;1;NA;NA;J;M;NA;NA;MPA;3;0;R;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;2;2022-02-07 17:14:29;NA;NA;NA;NA;NA;NA
1316;2022-02-05;NA;NA;A;3;NA;S;1;GB;54.36242;13.65557;NA;NA;NA;NA;3.6;NA;6.5;NA;NA;NA;1;NA;Anglers: Marlon B, Tommy T, Timo R;NA;NA;NA;NA;MPA;NA;NA;NA;5SE;NA;NA;1;FALSE;Neuensiener_Selliner_See;NA;2022-02-07 17:18:05;NA;NA;NA;NA;NA;NA
1317;2022-04-03;10:25:00;11:55:00;A;1;63;S;1;GB;54.362551;13.654692;NA;NA;NA;NA;4.5;NA;7.3;NA;101;13.2;1.23;NA;NA;G;M;NA;NA;MPA;0;1;R;6SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;2;2022-04-09 11:04:37;200;L030422_1;2;2022-04-03-12:00;NA;NA
1318;2022-04-03;10:25:00;11:55:00;A;1;64;NA;1;GB;NA;NA;NA;NA;NA;NA;4.5;NA;7.3;NA;101;13.2;NA;NA;NA;G;M;NA;NA;MPA;4;0;R;6SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2022-04-09 17:46:23;230;L030422_2;2;2022-04-03-12:00;NA;NA
1319;2022-04-03;10:25:00;11:55:00;A;1;90;NA;1;GB;NA;NA;NA;NA;NA;NA;4.5;NA;7.3;NA;101;NA;NA;NA;NA;F;M;NA;NA;MPA;0;0;R;6SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2022-04-09 18:13:21;140;L030422_3;2;2022-04-03-12:00;NA;NA
1320;2022-04-03;10:25:00;11:55:00;A;1;51;NA;1;GB;NA;NA;NA;NA;NA;NA;4.5;NA;7.3;NA;101;NA;NA;NA;NA;Real Trout;G;NA;NA;MPA;2;0;N;6SW;NA;NA;1;FALSE;Neuensiener_Selliner_See;0;2022-04-09 18:16:24;200;NA;2;2022-04-03-12:00;NA;NA
